Company Name,Company ID,Company Type,Origin,Is Subsidiary,Parent,Property Name,Also Known As,Property ID,Royalty,Equity,Controlling Ownership,Operator,Country/ Region,Country/Region Risk Score & Outlook,Development Stage,Status,Commodity(s),Primary Commodity,Primary Reserves and Resources,Unit,Total In-Situ Value ($M),Reserves & Resources As Of Date,Project Type,Coordinates,Coordinate Accuracy,Map Link,Construction Start,Production Start,Closure ,Sources/Notes
Infinity Lithium Corporation Limited,128222584,Public,Australia,No,Infinity Lithium Corporation Limited,San Jose,"PIAV, PIV, Valdeflorez",77559,,100.0,100,Infinity Lithium Corp. Ltd.,Spain,1.9 Elevated,Feasibility Started,Active,"Lithium, Tin, Tungsten, Caesium",Lithium,680000.0,tonnes,11597.5,8/22/19,"Open Pit, Underground","39.459480,-6.336740",Exact,,,2025,2051,
Infinity Mining Limited,376042104,Public,Australia,No,Infinity Mining Limited,Tambourah,"E45/4848, E45/5324, E45/5720, E45-4685, Goldilocks, Grumpy, Infinity, McNeill, Naughton, North Tambourah, South Tambourah, Tambourah North, Tambourah South, Woody",81540,,100.0,100,Infinity Mining Ltd.,Australia,1.4 Moderate,Target Outline,Active,"Lithium, Nickel, Copper, Cobalt, Platinum, Palladum, Beryllium, Caesium, Niobium, Rubidium, Tantalum, Lanthanides",Lithium,,,,,Project,"-21.695080, 119.189340",Exact,,,,,
Integra Capital S.A.,35560080,Private,Chile,No,Integra Capital S.A.,Catamarca,"36M2016, 37M2016, 38M2016, 39M2016, 3R2018, 40M2016, 41M2016, 42M2016, 42R2016, 56M2016, 57M2016, 57R2016, 7R2018, 88M2016, 8R2018, Alto, Ancasti, Ancasti Ranges, Buena Estrella, Campo el Abra, Flor Morada, Ipiza 1, Ipizca 1, Ipizca I, Ipizca II, Joyita, Juan Carlos, La Culpable, La Herrumbrada, La Joyita, Lay Joyita, Loma Pelada, Lomo de Pelada, Lomo Pelada, Lu Culpable, Northwest Alto, Pampa El Coco, Reflecto De Mar, Reflejo’s del Mar, Reflejos de Mar, Reflejos del Mar, San Gertrudis, Santa Gertrudis, Vilisman, Villisman",78214,,50.0,50,Integra Capital,Argentina,2.7 High,Prefeas/Scoping,Active,"Lithium, Tantalum, Niobium, Caesium, Rubidium",Lithium,,,,,Project,"-28.771640,-65.542790",Exact,,,,,
International Iconic Gold Exploration Corp.,20387841,Public,Canada,No,International Iconic Gold Exploration Corp.,Carachi Pampa,"Carachi IV, Carachi Pampa III, Carachi Pampa IV, Carachi Pampa Salar, Catamarca, Salar Antofalla, Salar Cachari Pampa, Salar Ratones",37701,,100.0,100,Intl Iconic Gold Exploration C,Argentina,2.7 High,Exploration,Active,"Lithium, Borates",Lithium,,,,,Brine,"-26.573310,-67.382030",Exact,,,,,
International Lithium Corp.,58310013,Public,Canada,No,International Lithium Corp.,Raleigh Lake,"Hawk Lake, Ignace, Owl Lake, Raleigh, White Otter",36956,,100.0,100,International Lithium Corp.,Canada,1.4 Moderate,Prefeas/Scoping,Active,"Lithium, Tantalum, Rubidium, Caesium, Spodumene, Iron Ore",Lithium,37294.0,tonnes,604.5,2/16/23,Open Pit,"49.409500,-91.959200",Exact,,,,,
International Lithium Corp.,58310013,Public,Canada,No,International Lithium Corp.,Forgan Lake,"Forgan, TB4244103",37958,1.5,,,Yahua Intl Invt Dev Co,Canada,1.4 Moderate,Target Outline,Active,"Lithium, Spodumene",Lithium,,,,,Project,"49.326140,-88.279880",Exact,,,,,
International Lithium Corp.,58310013,Public,Canada,No,International Lithium Corp.,Avalonia,"Aclare, Aclare C, Aclare D, Ballymurphy, Blackstairs, Moylisha",40073,,21.0,21,Ganfeng Lithium Group,Ireland,1.4 Moderate,Target Outline,Active,Lithium,Lithium,,,,,Project,"52.683290,-6.748460",Exact,,,,,
International Lithium Corp.,58310013,Public,Canada,No,International Lithium Corp.,Georgia Lake,"Lucky Lake, MNW, Newkirk, Niemi",79152,,,,Yahua Intl Invt Dev Co,Canada,1.4 Moderate,Target Outline,Active,Lithium,Lithium,,,,,Project,"49.301440,-87.901820",Exact,,,,,
Investissement Québec,3768998,Private,Canada,Yes,Province de Quebec (state),Nemaska,"Cantore, Chibougamau, Doris, InterDoris, Lac des Montagnes, Matagami, Nemaska Whabouchi, Whabouchi, ZoneNord",37507,,50.0,50,Arcadium Lithium plc,Canada,1.4 Moderate,Construction Planned,Active,"Lithium, Beryllium, Ruthenium, Beryl, Tin, Rubidium, Spodumene",Lithium,723000.0,tonnes,11718.4,12/31/22,"Open Pit, Underground","51.679700,-75.853270",Exact,,,2025,2059,
Jinshan Minera Argentina S.A.,402488821,Private,Argentina,No,Jinshan Minera Argentina S.A.,Puna Plateau,,77967,,10.0,0,Ultra Lithium Inc.,Argentina,2.7 High,Exploration,Active,"Lithium, Gold",Lithium,,,,,Brine,"-23.484890,-66.934960",Approximate,,,,,
"Jinzhou Yongshan Lithium Co, Ltd",143537503,Public,China,No,"Jinzhou Yongshan Lithium Co, Ltd",Yongshan,,91479,,100.0,100,Jinzhou Yongshan Lithium Co Lt,China,2.0 Elevated,Operating,Active,Lithium,Lithium,,,,,Project,"40.984090,121.523880",Approximate,,,2022,,
Jujuy Energia y Mineria Sociedad del Estado,224653714,Private,Argentina,No,Jujuy Energia y Mineria Sociedad del Estado,Cauchari-Olaroz,"Cauchari Salar, Exar",37624,,8.5,8.5,Jujuy Energia y Mineria,Argentina,2.7 High,Operating,Active,"Lithium, Potash",Lithium,9938000.0,tonnes,161075.1,5/7/19,Brine,"-23.416230,-66.713160",Exact,,,,,
Jujuy Energia y Mineria Sociedad del Estado,224653714,Private,Argentina,No,Jujuy Energia y Mineria Sociedad del Estado,Salar de Olaroz,"029-M-1996, 039-M-1998, 056-L-1991, 112-D-44, 112-S-04, 1134-R-2009, 1135-R-2009, 1136-R-2009, 1137-R-2009, 114-S-44, 117-A-44, 125-S-44, 126-T-44, 1274-P-2009, 131-I-1986, 147-L-2003, 1842-S-12, 319-T-2005, 393-M-44, 40-M-1998, 503-L-2006, 519-L-2006, 520-L-2006, 521-L-2006, 522-L-2006, 724-L-2007, 725-L-2007, 726-L-2007, 727-L-2007, 728-L-2007, 943-R-2008, 944-R-2008, 945-R-2008, 963-R-2004, 964-R-2008, Cateos, Maria Victoria, Olaroz, Olaroz 2, Rio Rosario",37059,,8.5,8.5,Arcadium Lithium plc,Argentina,2.7 High,Expansion,Active,"Lithium, Potash",Lithium,9149000.0,tonnes,148287.0,6/30/23,Brine,"-23.450000,-66.700000",Exact,,,2014,2055,
Kairos Minerals Limited,3582956,Public,Australia,No,Kairos Minerals Limited,Roe Hills,"Alcyone, Avalon, Batavia, Black Cat, Black Cat North, Blue Jay, Broken Shoe, Bronco Plains, Caliburn, Challenger, Cloud, Copter Cove, Cowarana, Crystal Palace, E25/402, E28/1933, E28/1935, E28/2117, E28/2118, E28/2495, E28/2548, E28/2585, E28/2593, E28/2594, E28/2595, E28/2596, E28/2597, E28/2646, E28/2647, E28/2648, E28/2695, E28/2696, E28/2697, Eucalypt, French Kiss, Ginger Kiss, Greyhound, Healey Dam, Hooton, Hyde, Jekyll, Karonie, Lady of the Lake, Lake Randall, Lingering Kiss, Manna, Manna-Crystal Palace, ML 28/171, ML 28/289, Moriarty, Narrow Neck, Nautilus, Nemo, P28/1292, P28/1293, P28/1294, P28/1295, P28/1296, P28/1297, P28/1298, P28/1299, P28/1300, Paprika, Point Perchance, Porphyry Lake, Quartermain, Quartermaine, Quatermain, Roe 1, Roe 2, Roe Hills East, Roe Hills North, Roe Hills South, ROE1, Roe114, ROE2, Sheehans Well, Sulphide Lake, Talc Lake, Talk Lake, Terra, Terra and Caliburn, Terra Trend, The Hook, Whitehorse, Woodcutters",34639,,100.0,100,Kairos Minerals Ltd,Australia,1.4 Moderate,Target Outline,Active,"Lithium, Gold, Cobalt, Copper, Platinum, Palladium, Molybdenum, Nickel, Tantalum, Beryllium, Lanthanides, Yttrium, Tin, Neodymium, Praseodymium, Dysprosium, Erbium, Europium, Gadolinium, Holmium, Lanthanum, Lutetium, Scandium, Rutile, Terbium, Thulium, Ytterbium, Samarium",Lithium,,,,,Project,"-31.229760,122.579670",Exact,,,,,
Kalamazoo Resources Limited,226876791,Public,Australia,No,Kalamazoo Resources Limited,Marble Bar,"1A, 1B, 2A, 3A, E45/4669, E45/4690, E45/4700, E45/4746, E45/5970",78103,,,0,Great Sandy Pty Ltd,Australia,1.4 Moderate,Target Outline,Active,"Lithium, Tantalum, Tin, Spodumene, Gold, Caesium",Lithium,,,,,Project,"-21.245770,119.914940",Exact,,,,,
Kalamazoo Resources Limited,226876791,Public,Australia,No,Kalamazoo Resources Limited,Mallina,"Area C, A-Zone, Berghaus, Discovery, E47/2983, E47/3475, E47/4342, E47/4489, E47/4490, E47/4491, Eastern No.1, Eastern No.2, Eastern No.3, Eastern Pegmatite No. 2, Eastern Pegmatite No.3, Hockey, Mallina West, Millindinna, Pegmatite 2, Pegmatite 3, Poverty, Satirist, Sherlock River, Tabba Tabba, The Sisters, Wattle Plains, Withnell, Wohler",79138,,,0,Morella Corp.,Australia,1.4 Moderate,Target Outline,Active,"Lithium, Gold, Copper, Zinc, Lead, Silver",Lithium,,,,,Project,"-21.052080,118.018800",Exact,,,,,
Kenorland Minerals Ltd.,433380201,Public,Canada,No,Kenorland Minerals Ltd.,Rupert,"Moyenne, Pontax",91060,,0.0,0,Li-FT Power Ltd.,Canada,1.4 Moderate,Target Outline,Active,Lithium,Lithium,,,,,Project,"51.776230,-76.885130",Exact,,,,,
Kodal Minerals PLC,252927658,Public,United Kingdom,No,Kodal Minerals PLC,Bougouni,"Baoule, Bougouni South, Bougouni West, Boumou, Boumou North, Diendio, Dogobala, Dogobola, Fariedele, Filon B, Foulaboula, Foulalaba, Kola, Kola Sokoura, Kolassokoro, Kolossakoro, Madina, Mafele, Mafele Ouest, Mafele West, Marigo, Ngoualana, Ngouanala, Nkemene Ouest, Nkemene West, Orchard, Sogola, Sogola Nord, SogolaBaoule, Sogola‐Baoule, South Bougouni",78022,,49.0,49,Hainan Mining Co. Ltd.,Mali,3.7 Very High,Preproduction - Commissioning,Active,"Lithium, Gold, Spodumene",Lithium,337300.0,tonnes,5467.0,11/14/23,Open Pit,"11.337960,-7.593890",Exact,,,,2025,
Korea Mine Rehabilitation and Mineral Resources Corporation,30853394,Private,South Korea,Yes,The Republic of Korea (state),Sal de Vida Extension,"Augustin claim, Luna Blanca claim",59728,,30.0,30,Arcadium Lithium plc,Argentina,2.7 High,Satellite,Active,"Lithium, Potash, Potassium Chloride",Lithium,,,,,Brine,"-25.313150,-66.876700",Exact,,,,,
Krakatoa Resources Limited,222341460,Public,Australia,No,Krakatoa Resources Limited,King Tamba,"Dalgaranga, E59/2175, E59/2389, Lasoda, Loader, Mac Well, MGM, P59/2082, P59/2140, P59/2141, P59/2142, Wilsons",31477,,100.0,100,Krakatoa Resources Ltd.,Australia,1.4 Moderate,Reserves Development,Active,"Lithium, Tantalum, Niobium, Rubidium, Caesium, Tin, Beryllium, Tungsten, Nickel, Cobalt, Zinc, Molydenum, Arsenic",Lithium,2700.0,tonnes,43.8,03/09/2023,Open Pit,"-27.707330,117.221830",Exact,,,,,
Kula Gold Limited,99039371,Public,Australia,No,Kula Gold Limited,Rankin Dome,"DGBM, E77/2709, E77/2753, E77/2768, EL 77/2709, EL 77/2753, EL 77/2768",88817,,49.0,49,Australian Critical Minerals Limited,Australia,1.4 Moderate,Target Outline,Active,"Lithium, Gold, Nickel, Lanthanides",Lithium,,,,,Project,"-31.107020,119.046930",Exact,,,,,
Kula Gold Limited,99039371,Public,Australia,No,Kula Gold Limited,Kirup,"Cobra, E70/5452, E70/6603, E70/6626, E70-5452, Falcon, Mustang, Thunderbird",91106,,70.0,70,Kula Gold Ltd.,Australia,1.4 Moderate,Target Outline,Active,Lithium,Lithium,,,,,Project,"-33.823660,115.835410",Exact,,,,,
LX International Corp.,882765,Public,South Korea,No,LX International Corp.,Sal de Vida Extension,"Augustin claim, Luna Blanca claim",59728,,,0,Arcadium Lithium plc,Argentina,2.7 High,Satellite,Active,"Lithium, Potash, Potassium Chloride",Lithium,,,,,Brine,"-25.313150,-66.876700",Exact,,,,,
La Congolaise d'Exploitation Miniere SPRL,410935687,Private,Democratic Republic of the Congo,Yes,Congo (the Democratic Republic of the) (state),Manono,"Carriere de L'est, Carriere de L'este, Coltan Hill, Kahungwe, Kitolo, Kitotolo, Kyoni, Kyoni South, Lukushi, M’Pete, Malata, Mango Road, Manono Extension, Mpete, PE 12202, PE 13359, PR 13359, PR 15775, PR 4029, PR 4030, Roche Dure, Roche Dure extension, Roche Dure North-East Extension, Tempete, Tin",38553,,25.0,25,AVZ Minerals Ltd.,Democratic Republic of the Congo,4.2 Very High,Feasibility Complete,Active,"Lithium, Tin, Tantalum, Caesium, Niobium, Spodumene, Iron Ore, Phosphate",Lithium,13490000.0,tonnes,242837.8,1/22/24,Open Pit,"-7.326490,27.386410",Exact,,,,,
La Congolaise d'Exploitation Miniere SPRL,410935687,Private,Democratic Republic of the Congo,Yes,Congo (the Democratic Republic of the) (state),Manono,"B dump, Buckell, C dump, Cc, Cc Dump, Cf, D Dump, Dump C, E Dump, Ec, F Dump, G dump, Gc, Gf, H dump, Hc, Hf, I dump, Ic, K dump, Kakodi, Kc, Kitotolo, Lubule, Manono Kitotolo, Manono-Kitotolo, Manono-Kitotolo Tailings, MK, PER 13698, PR12447, PR12448, PR13348, Pungwe",78420,,30.0,30,Tantalex Lithium Rsrc Corp,Democratic Republic of the Congo,4.2 Very High,Prefeas/Scoping,Active,"Lithium, Tin, Tantalum, Caesium, Spodumene",Lithium,71700.0,tonnes,1329.6,8/23/23,"Tailings, Open Pit","-7.319770,27.408280",Exact,,,2026,2032,
Lake Resources NL,7658714,Public,Australia,No,Lake Resources NL,Kachi,"Daniel Armando, Debbie, Dona Amparo, Dona Carmen, Escondidita, Fan North, Fan South, Fan West, Galan Oeste, Irene, Kachi Inca, Kaqi, Maria, Maria Luz, Morena, Nina, Padre Jose Maria, Pampa, Parapeto, West Fan Complex",78657,,75.0,75,Lake Resources NL,Argentina,2.7 High,Feasibility Started,Active,"Lithium, Potash",Lithium,4300580.0,tonnes,69703.8,11/22/23,Brine,"-26.498830,-67.428990",Exact,,2025,2027,2052,
Austroid Corporation,710587376,Private,USA,No,Austroid Corporation,Cauchari,"Cauchari Bajo, Cauchari West, Olaroz, Olaroz/Cauchari, Olaroz-Cauchari, Paso",81451,,100.0,100,Austroid Corp,Argentina,2.7 High,Target Outline,Active,Lithium,Lithium,,,,,Project,"-23.725240,-66.811080",Exact,,,,,
Lake Winn Resources Corp.,130406136,Public,Australia,No,Lake Winn Resources Corp.,Little Nahanni,"Berlin Wall, Great Wall of China, Hadrian’s Wall, Li, LNPG, LPNG, Prison Wall",77743,,100.0,100,Lake Winn Resources Corp.,Canada,1.4 Moderate,Exploration,Active,"Lithium, Tantalum, Caesium, Tin",Lithium,,,,,Project,"62.170460,-128.853760",Exact,,,,,
Lake Winn Resources Corp.,130406136,Public,Australia,No,Lake Winn Resources Corp.,Cat Lake,"Cat Tail, Catail",79818,,100.0,100,Lake Winn Resources Corp.,Canada,1.4 Moderate,Target Outline,Active,"Lithium, Tantalum",Lithium,,,,,Underground,"50.607380, -95.421930",Exact,,,,,
Fortuna Metals Limited,8100292,Public,Australia,Yes,Forise Investment Sydney Pty. Ltd.,Lady Grey,"Avenger, E 77/2143, Earl Grey, EL77/2143, Godzilla",91429,,70.0,70,Fortuna Metals Limited,Australia,1.4 Moderate,Target Outline,Active,"Lithium, Tantalum, Caesium, Rubidium, Niobium, Beryllium, Tin, Gold, Copper, Nickel",Lithium,,,,,Project,"-32.166090,119.703460",Exact,,,,,
Latin Resources Limited,108534954,Private,Australia,Yes,Pilbara Minerals Ltd.,Salinas,"831799/2005, Bananal Valley, Colina, Colina South, Colina SW, Colina West, EL 830.580/2019, EL30.581/2019, EL830.578/2019, EL830.579/2019, EL830.582/2019, EL830.691/2017, EL831.219/2017, EL831.799/2005, EL832.515/2021, Fog's, Fogs Block, Fog's Block, Fog's Block East, Fog's East, Lajinha, Monte Alto, Planalto, Salinas South",88127,,100.0,100,Latin Resources Ltd.,Brazil,2.3 Elevated,Feasibility Started,Active,"Lithium, Spodumene",Lithium,948900.0,tonnes,15379.8,05/30/2024,Open Pit,"-16.130100,-42.122890",Exact,,,2026,2036,
Latin Resources Limited,108534954,Private,Australia,Yes,Pilbara Minerals Ltd.,Catamarca,"36M2016, 37M2016, 38M2016, 39M2016, 3R2018, 40M2016, 41M2016, 42M2016, 42R2016, 56M2016, 57M2016, 57R2016, 7R2018, 88M2016, 8R2018, Alto, Ancasti, Ancasti Ranges, Buena Estrella, Campo el Abra, Flor Morada, Ipiza 1, Ipizca 1, Ipizca I, Ipizca II, Joyita, Juan Carlos, La Culpable, La Herrumbrada, La Joyita, Lay Joyita, Loma Pelada, Lomo de Pelada, Lomo Pelada, Lu Culpable, Northwest Alto, Pampa El Coco, Reflecto De Mar, Reflejo’s del Mar, Reflejos de Mar, Reflejos del Mar, San Gertrudis, Santa Gertrudis, Vilisman, Villisman",78214,,45.0,45,Integra Capital,Argentina,2.7 High,Prefeas/Scoping,Active,"Lithium, Tantalum, Niobium, Caesium, Rubidium",Lithium,,,,,Project,"-28.771640,-65.542790",Exact,,,,,
Latin Resources Limited,108534954,Private,Australia,Yes,Pilbara Minerals Ltd.,San Luis,"134-Q-1936, 85-C-2016, Cabeza de Novilla, Condor, Don Gregorio, El Portazuelo, Estanzuela, Geminis, La Estanzuela, La Meta, La Toma, Los Membrillos, Maria del Huerto, Paso Grande, Portezuelo, Puerta Colorada, Quines, San Francisco, San Fransisco, SLN5, Solitario, Tilisarao, Trapiche",78509,,95.0,100,Latin Resources Ltd.,Argentina,2.7 High,Target Outline,Active,"Lithium, Tantalum, Spodumene",Lithium,,,,,Open Pit,"-32.530830,-65.406870",Exact,,,,,
Leading Edge Materials Corp.,140704337,Public,Canada,No,Leading Edge Materials Corp.,Bergby,"Bergby no 1, Bergby no 2, Bergby no 3, Bergby no 5",78580,2.0,0.0,0,United Lithium Corp.,Sweden,1.2 Moderate,Target Outline,Active,"Lithium, Tantalum, Caesium",Lithium,,,,,Project,"60.951940,17.079400",Exact,,,,,
Leading Resources Global Limited,570005199,Private,United Kingdom,No,Leading Resources Global Limited,Sal de los Angeles,"Angeles, Diablillos, Diabrilos, Lake Angeles, Salar de Diablillos, SDLA, Yantian",37628,,9.0,9,Tibet Summit Rsrc HongKong Ltd,Argentina,2.7 High,Preproduction,Active,"Lithium, Potash",Lithium,828563.0,tonnes,13429.3,6/30/18,Brine,"-25.244720,-66.748330",Exact,,,,2035,
Leeuwin Metals Ltd,1785275006,Public,Australia,No,Leeuwin Metals Ltd,Cross Lake,"Gods Lake, Jenpeg, MEL1209A, MEL1212A, MEL1213A, MEL1214A, MEL1227A, MEL1228A, MEL1229A, MEL1230A, Moslon Lake",91297,,100.0,100,Leeuwin Metals Ltd.,Canada,1.4 Moderate,Target Outline,Active,"Lithium, Nickel, Caesium, Tantalum, Tin, Copper, Gold, Silver",Lithium,,,,,Project,"54.520030,-97.545520",Exact,,,,,
Leo Lithium Limited,1781244786,Public,Australia,No,Leo Lithium Limited,Bougouni,"Baoule, Bougouni South, Bougouni West, Boumou, Boumou North, Diendio, Dogobala, Dogobola, Fariedele, Filon B, Foulaboula, Foulalaba, Kola, Kola Sokoura, Kolassokoro, Kolossakoro, Madina, Mafele, Mafele Ouest, Mafele West, Marigo, Ngoualana, Ngouanala, Nkemene Ouest, Nkemene West, Orchard, Sogola, Sogola Nord, SogolaBaoule, Sogola‐Baoule, South Bougouni",78022,,,0,Hainan Mining Co. Ltd.,Mali,3.7 Very High,Preproduction - Commissioning,Active,"Lithium, Gold, Spodumene",Lithium,337300.0,tonnes,5467.0,11/14/23,Open Pit,"11.337960,-7.593890",Exact,,,,2025,
Lepidico Limited,245256262,Public,Australia,No,Lepidico Limited,Karibib,"Berger, EPL 5439, EPL5349, EPL5439, Fricke's, Helikon, Helikon 1, Helikon 2, Helikon 3, Helikon 4, Helikon 5, Homestead, Marble Hill, ML 204, ML204, Rubicon, Shalom",37323,,80.0,80,Lepidico Ltd.,Namibia,2.0 Elevated,Construction Planned,Active,"Lithium, Tantalum, Cerium, Niobium, Beryllium, Lanthanides, Caesium, Rubidium, Potash, Spodumene, Tin",Lithium,59833.0,tonnes,1128.8,2/2/23,"Stock Pile, Openn Pit, Underground","-22.104250,15.996740",Exact,,,2024,2042,
Li Equities Investments LP,1827761372,Private,Canada,No,Li Equities Investments LP,Campus Creek,Highstone Dyke,90912,,40.0,40,Grid Metals Corp.,Canada,1.4 Moderate,Target Outline,Active,Lithium,Lithium,,,,,Project,"49.307540, -85.635810",Exact,,,,,
Li-FT Power Ltd.,1763135444,Public,Canada,No,Li-FT Power Ltd.,Yellowknife,"Bet, Big, Big East, Big North, Big West, Big West East Bounding (EB), Bighill Lake, Bin, Buckham Lake, Echo, Faulkner Lake, Fi, Fi Boya, Fi Main, Fi Southwest, Fi SW, Harald Lake, Hid, Ki, Lens, Mut, Nite, Perlis, Shorty, Tanco, Vo",65864,,100.0,100,Li-FT Power Ltd.,Canada,1.4 Moderate,Grassroots,Active,Lithium,Lithium,,,,,Project,"62.580000,-113.502000",Exact,,,,,
Li-FT Power Ltd.,1763135444,Public,Canada,No,Li-FT Power Ltd.,Rupert,"Moyenne, Pontax",91060,,100.0,100,Li-FT Power Ltd.,Canada,1.4 Moderate,Target Outline,Active,Lithium,Lithium,,,,,Project,"51.776230,-76.885130",Exact,,,,,
Li-FT Power Ltd.,1763135444,Public,Canada,No,Li-FT Power Ltd.,Destaffany,"Moose, Moose 1, Moose 2, Moose 3, Moose 4",90963,,100.0,100,Li-FT Power Ltd.,Canada,1.4 Moderate,Target Outline,Active,"Lithium, Tantalum, Spodumene",Lithium,,,,,Project,"62.181240, -112.209750",,,,,,
Lightning Minerals Ltd,1803610632,Public,Australia,No,Lightning Minerals Ltd,Dundas,"Dundas North, Dundas South, E15/1748, E28/3027, E28/3028, E63/1932, E63/1993, E63/2000, E63/2001, E63/2028, EL28/3027",90842,,100.0,100,Lightning Minerals Ltd.,Australia,1.4 Moderate,Target Outline,Active,"Lithium, Caesium, Tantalum, Rubidium, Nickel ",Lithium,,,,,Project,"-32.116668,122.133334",Exact,,,,,
"Lilac Solutions, Inc.",573105725,Private,USA,No,"Lilac Solutions, Inc.",Kachi,"Daniel Armando, Debbie, Dona Amparo, Dona Carmen, Escondidita, Fan North, Fan South, Fan West, Galan Oeste, Irene, Kachi Inca, Kaqi, Maria, Maria Luz, Morena, Nina, Padre Jose Maria, Pampa, Parapeto, West Fan Complex",78657,,25.0,25,Lake Resources NL,Argentina,2.7 High,Feasibility Started,Active,"Lithium, Potash",Lithium,4300580.0,tonnes,69703.8,11/22/23,Brine,"-26.498830,-67.428990",Exact,,2025,2027,2052,
Liontown Resources Limited,30347332,Public,Australia,No,Liontown Resources Limited,Kathleen Valley,"Big Mill Well, E36/879, Kathleen Corner, Kathleen Valley Stockpile, Kathleens Corner, Kathleen's Corner, KV, ML 36/264, ML 36/265, ML 36/365, ML 36/375, ML 36/376, ML 36/441, ML 36/459, ML 36/460, ML 36/696, Mount Mann, Mt Mann, North West Flats, North-West Flats, NWF, Palmyra, WC11/7",77779,,100.0,100,Liontown Resources Ltd.,Australia,1.4 Moderate,Operating,Active,"Lithium, Tantalum, Spodumene",Lithium,2090000.0,tonnes,38718.8,11/11/21,"Open Pit, Underground","-27.469480,120.558020",Exact,,,2024,2046,
Liontown Resources Limited,30347332,Public,Australia,No,Liontown Resources Limited,Buldania,"Anna, Conda, E63/1660, EL 63/856, M63/647, Nagrom, North West, Northwest, NW, NW Pegmatite, PL63/1977",79927,,100.0,100,Liontown Resources Ltd.,Australia,1.4 Moderate,Prefeas/Scoping,Active,"Lithium, Tantalum, Caesium",Lithium,145000.0,tonnes,2508.7,10/31/19,Project,"-32.033270,122.047170",Exact,,,,,
